,date,tweet,clean_tweet,processed,sentiment,main_topic
236,2023-03-16,Muchas gracias por la información ahí nos vemos el 3 de Junio,información ahí vemos 3 junio,"['información', 'ahí', 'vemos', '3', 'junio']",Neutral,Contrataciones
237,2023-03-16,Pues bueno... xd,pues bueno ... xd,"['pues', 'bueno', 'xd']",Positive,Ayuda
238,2023-03-16,Es una DJ increíble,dj increíble,"['dj', 'increíble']",Neutral,Comentario
239,2023-03-16,Muchas graciasQuedo en esperaSaludos.,graciasquedo esperasaludos .,"['graciasquedo', 'esperasaludos']",Neutral,Comentario
240,2023-03-16,Un festival 100% tercermundista. ¡Felicidades!,festival 100 % tercermundista . ¡felicidades !,"['festival', '100', 'tercermundista', 'felicidades']",Positive,Comentario
241,2023-03-16,La Supermana hermosa 💕,supermana hermosa,"['supermana', 'hermosa']",Neutral,Comentario
242,2023-03-17,Gracias por el seguimiento!,seguimiento !,['seguimiento'],Neutral,Comentario
243,2023-03-17,mi primera tdc 💳💓 thx,primera tdc thx,"['primera', 'tdc', 'thx']",Positive,Comentario
244,2023-03-17,Gracias por su respuesta,respuesta,['respuesta'],Neutral,Ayuda
245,2023-03-17,"Gracias, espero su pronta respuesta de agradecimiento",", espero pronta respuesta agradecimiento","['espero', 'pronta', 'respuesta', 'agradecimiento']",Neutral,Ayuda
246,2023-03-17,Estoy sorprendido como permite que se organicen esas cosas. 🤮,sorprendido permite organicen cosas .,"['sorprendido', 'permite', 'organicen', 'cosas']",Neutral,Comentario
247,2023-03-18,"Gracias, como siempre super buena y rápida, la atención de su pae.",", siempre super buena rápida , atención pae .","['siempre', 'super', 'buena', 'rápida', 'atención', 'pae']",Positive,Aplicación
248,2023-03-19,Muchas gracias :),: ),[],Neutral,Comentario
249,2023-03-21,"Hola Quiero decirles que muchas gracias por el seguimiento a mi problema sobre el Token, ya quedo resuelto Muy buena atención, al final no fue problema de pae suya sino de mi operadora Saludos.","quiero decirles seguimiento problema token , quedo resuelto buena atención , final problema pae sino operadora saludos .","['quiero', 'decirles', 'seguimiento', 'problema', 'token', 'quedo', 'resuelto', 'buena', 'atención', 'final', 'problema', 'pae', 'sino', 'operadora', 'saludos']",Neutral,Aplicación
250,2023-03-22,Gracias,,[],Neutral,Comentario
251,2023-03-22,Hey ya no nos hagan sufrir más a los de la dinámica de tikitoki jajaja 😭💖,hagan sufrir dinámica tikitoki jajaja,"['hagan', 'sufrir', 'dinámica', 'tikitoki', 'jajaja']",Neutral,Comentario
252,2023-03-23,Que tal buen dia. Necesito ayuda.,tal buen dia . necesito ayuda .,"['tal', 'buen', 'dia', 'necesito', 'ayuda']",Neutral,Ayuda
253,2023-03-23,"Excelente servicio en atención a clientes 🫶🏻, nunca cambien! ❤️","excelente servicio atención clientes , nunca cambien !","['excelente', 'servicio', 'atención', 'clientes', 'nunca', 'cambien']",Neutral,Comentario
254,2023-03-23,OJITO ahí con las dinámicas de el día de hoy gane una dinámica para un abono del pal noe en donde me etiqueta…,ojito ahí dinámicas hoy gane dinámica abono pal noe etiqueta…,"['ojito', 'ahí', 'dinámicas', 'hoy', 'gane', 'dinámica', 'abono', 'pal', 'noe', 'etiqueta']",Neutral,Contrataciones
255,2023-03-24,Saludos bro. Gracias por ver los vídeos.,saludos bro . ver vídeos .,"['saludos', 'bro', 'ver', 'vídeos']",Neutral,Contrataciones
256,2023-03-24,Gracias!,!,[],Neutral,Comentario
257,2023-03-24,"Gracias, tocayo. Soy tu fan. ;)",", tocayo . fan . ; )","['tocayo', 'fan']",Positive,Comentario
258,2023-03-24,¡Hola! Permíteme conocer más de tu caso vía mensaje privado para poder dae la atención necesaria y rápida. ¡Saludos!,¡hola ! permíteme conocer caso vía mensaje privado poder dae atención necesaria rápida . ¡saludos !,"['hola', 'permíteme', 'conocer', 'caso', 'vía', 'mensaje', 'privado', 'poder', 'dae', 'atención', 'necesaria', 'rápida', 'saludos']",Neutral,Contrataciones
259,2023-03-24,OJITO ahí con las dinámicas de el día de hoy gane una dinámica para un abono del pal noe en donde me etiqueta…,ojito ahí dinámicas hoy gane dinámica abono pal noe etiqueta…,"['ojito', 'ahí', 'dinámicas', 'hoy', 'gane', 'dinámica', 'abono', 'pal', 'noe', 'etiqueta']",Neutral,Contrataciones
260,2023-03-24,o fácil,fácil,['fácil'],Neutral,Comentario
261,2023-03-25,Gracias,,[],Neutral,Comentario
262,2023-03-25,"Hola! Ntp después de otros intentos me pudieron asistir, gracias!","! ntp después intentos pudieron asistir , !","['ntp', 'después', 'intentos', 'pudieron', 'asistir']",Neutral,Comentario
263,2023-03-26,Si la anualidad es de $999. Si juntas $100k estas libre de la anualidad. Mucho mejor que ese pedazo de metal VISA Standard,anualidad $ 999 . juntas $ 100k libre anualidad . mejor pedazo metal visa standard,"['anualidad', '999', 'juntas', '100k', 'libre', 'anualidad', 'mejor', 'pedazo', 'metal', 'visa', 'standard']",Neutral,Comentario
264,2023-03-26,"exacto, todas son duales","exacto , todas duales","['exacto', 'todas', 'duales']",Neutral,Comentario
265,2023-03-26,Por eso Fondeadora Metal es World Elite;),fondeadora metal world elite ; ),"['fondeadora', 'metal', 'world', 'elite']",Neutral,Comentario
266,2023-03-28,Ok gracias,ok,['ok'],Positive,Comentario
267,2023-03-28,"Gracias a Dios, JAJAJA.","dios , jajaja .","['dios', 'jajaja']",Neutral,Comentario
268,2023-03-28,igual a mi con amazon.,igual amazon .,"['igual', 'amazon']",Positive,Comentario
269,2023-03-28,This is the oppounity of a lifetime! Gotta watch this web3 developer's MEV strategy video and learn how to make some serious cash with crypto.,this is the oppounity of lifetime ! got ta watch this web3 developer 's mev strategy video and learn how to make some serious cash with crypto .,"['this', 'is', 'the', 'oppounity', 'of', 'lifetime', 'got', 'ta', 'watch', 'this', 'web3', 'developer', 's', 'mev', 'strategy', 'video', 'and', 'learn', 'how', 'to', 'make', 'some', 'serious', 'cash', 'with', 'crypto']",Negative,Comentario
270,2023-03-28,"Ese hombre merece que le mandes además de tan grata felicitación una foto especial, única y sin censura autografiada x la Diosa de TW.","hombre merece mandes además grata felicitación foto especial , única censura autografiada x diosa tw .","['hombre', 'merece', 'mandes', 'además', 'grata', 'felicitación', 'foto', 'especial', 'única', 'censura', 'autografiada', 'x', 'diosa', 'tw']",Neutral,Comentario
271,2023-03-28,Que Dios le pague con muchos hijos.,dios pague hijos .,"['dios', 'pague', 'hijos']",Neutral,Comentario
272,2023-03-28,Mándamela a mi!! Yo se la hago llegar !! Jajaja. Chido que te resolvió !,mándamela ! ! hago llegar ! ! jajaja . chido resolvió !,"['mándamela', 'hago', 'llegar', 'jajaja', 'chido', 'resolvió']",Positive,Comentario
273,2023-03-28,Le mando un beso tronado y apretón de nalga a Ángel Argüello de que en dos horas me resolvió un asunto que llevaba 59 días estancado. Agradecida con el de abajo 🥺,mando beso tronado apretón nalga ángel argüello dos horas resolvió asunto llevaba 59 estancado . agradecida abajo,"['mando', 'beso', 'tronado', 'apretón', 'nalga', 'ángel', 'argüello', 'dos', 'horas', 'resolvió', 'asunto', 'llevaba', '59', 'estancado', 'agradecida', 'abajo']",Neutral,Comentario
274,2023-03-29,"No te había dicho que conozco a Angel, pero es muy tímido, si gustas yo le hago llegar el presente","dicho conozco angel , tímido , gustas hago llegar presente","['dicho', 'conozco', 'angel', 'tímido', 'gustas', 'hago', 'llegar', 'presente']",Positive,Comentario
275,2023-03-29,"Gracias, ya recibí el código 👍",", recibí código","['recibí', 'código']",Neutral,Comentario
276,2023-03-29,Ser agradecida. Y si es con el de abajo mejor...,ser agradecida . abajo mejor ...,"['ser', 'agradecida', 'abajo', 'mejor']",Neutral,Comentario
277,2023-03-29,"también agradezco mucho a las personas que han querido hacer donaciones para el vestuario, sin duda lo agradezco y aprecio enormemente; si ustedes gustan donar algo pueden hacerlo a la clabe 058597000024431851 en HeyBanco a nombre de Noris Vargas G. (Sin embargo también pueden","agradezco personas querido hacer donaciones vestuario , duda agradezco aprecio enormemente ; ustedes gustan donar pueden hacerlo clabe 058597000024431851 nombre noris vargas g. ( embargo pueden","['agradezco', 'personas', 'querido', 'hacer', 'donaciones', 'vestuario', 'duda', 'agradezco', 'aprecio', 'enormemente', 'ustedes', 'gustan', 'donar', 'pueden', 'hacerlo', 'clabe', '058597000024431851', 'nombre', 'noris', 'vargas', 'g', 'embargo', 'pueden']",Neutral,Comentario
278,2023-03-29,Jajaja muy bien!,jajaja bien !,"['jajaja', 'bien']",Neutral,Comentario
279,2023-03-29,OJITO ahí con las dinámicas de el día de hoy gane una dinámica para un abono del pal noe en donde me etiqueta…,ojito ahí dinámicas hoy gane dinámica abono pal noe etiqueta…,"['ojito', 'ahí', 'dinámicas', 'hoy', 'gane', 'dinámica', 'abono', 'pal', 'noe', 'etiqueta']",Neutral,Contrataciones
280,2023-03-29,Amigues por primera vez en mi vida gane una dinámica JAJAJAJAJA Gracias no gane el pastel pero si esta dinámica ✨,amigues primera vez vida gane dinámica jajajajaja gane pastel dinámica,"['amigues', 'primera', 'vez', 'vida', 'gane', 'dinámica', 'jajajajaja', 'gane', 'pastel', 'dinámica']",Neutral,Comentario
281,2023-03-30,Teniendo tantas juntas de Cashback y viendo los beneficios me dan ganas de sacar mis tarjetas de &amp;,tantas juntas cashback viendo beneficios dan ganas sacar tarjetas & amp ;,"['tantas', 'juntas', 'cashback', 'viendo', 'beneficios', 'dan', 'ganas', 'sacar', 'tarjetas', 'amp']",Neutral,Comentario
282,2023-03-30,"también agradezco mucho a las personas que han querido hacer donaciones para el vestuario, sin duda lo agradezco y aprecio…","agradezco personas querido hacer donaciones vestuario , duda agradezco aprecio…","['agradezco', 'personas', 'querido', 'hacer', 'donaciones', 'vestuario', 'duda', 'agradezco', 'aprecio']",Neutral,Comentario
283,2023-03-31,"Gracias, supongo que es así por semana santa, correcto? Saludos!",", supongo semana santa , correcto ? saludos !","['supongo', 'semana', 'santa', 'correcto', 'saludos']",Neutral,Contrataciones
284,2023-03-31,"Gracias, estaré pendiente a qué me responda",", pendiente responda","['pendiente', 'responda']",Neutral,Comentario
285,2023-03-31,"Es que hay un secreto para que te contesten rápido, te lo cuento cuando estemos bebiendo y no, ojalá me paguen, me resuelven súper rápido.","secreto contesten rápido , cuento bebiendo , ojalá paguen , resuelven súper rápido .","['secreto', 'contesten', 'rápido', 'cuento', 'bebiendo', 'ojalá', 'paguen', 'resuelven', 'súper', 'rápido']",Neutral,Contrataciones
286,2023-04-01,Muchas gracias!,!,[],Neutral,Comentario
287,2023-04-01,Muchas gracias ya me comuniqué y me dieron folio de seguimiento respecto a mi situación y estoy en espera que me revuelva lo antes posible!,comuniqué dieron folio seguimiento respecto situación espera revuelva posible !,"['comuniqué', 'dieron', 'folio', 'seguimiento', 'respecto', 'situación', 'espera', 'revuelva', 'posible']",Neutral,Comentario
288,2023-04-03,Gracias a Tamos readys en PalNoe 🦁,tamos readys palnoe,"['tamos', 'readys', 'palnoe']",Neutral,Comentario
289,2023-04-03,"Bueno, intento más tarde, muchas gracias, Maite!! Un gusto saludae☺️","bueno , intento tarde , , maite ! ! gusto saludae","['bueno', 'intento', 'tarde', 'maite', 'gusto', 'saludae']",Neutral,Ayuda
290,2023-04-03,"Habla al número que está en la tarjeta, yo lo hice así y no tuve ningún problema en españa ;)","habla número , hice ningún problema españa ; )","['habla', 'número', 'hice', 'ningún', 'problema', 'españa']",Neutral,Aplicación
291,2023-04-03,This web3 developer's MEV strategy is a game-changer. He's making over 5 ETH per week and you need to learn how!,this web3 developer 's mev strategy is game-changer . 's making over 5 eth per week and you need to learn how !,"['this', 'web3', 'developer', 's', 'mev', 'strategy', 'is', 'game', 'changer', 's', 'making', 'over', '5', 'eth', 'per', 'week', 'and', 'you', 'need', 'to', 'learn', 'how']",Neutral,Comentario
292,2023-04-04,"Te cuento lo que hice Yo tampoco tenía Historial pero tenía la de Nubank y hasta ahí todo bien, posterior fui con Heybanco, y realmente no interesaba usar su tarjeta.Pero vi que tenía un pagare y me interesóMe registre a la cuenta, no solicite plástico ni nada","cuento hice tampoco historial nubank ahí bien , posterior , realmente interesaba usar tarjeta.pero vi pagare interesóme registre cuenta , solicite plástico","['cuento', 'hice', 'tampoco', 'historial', 'nubank', 'ahí', 'bien', 'posterior', 'realmente', 'interesaba', 'usar', 'tarjeta', 'pero', 'vi', 'pagare', 'interesóme', 'registre', 'cuenta', 'solicite', 'plástico']",Neutral,Comentario
293,2023-04-06,Ya resolví gracias,resolví,['resolví'],Neutral,Comentario
294,2023-04-06,Gracias por darnos agüita en para no morir de disentería por el agua puerca de los bebedores de 🤢,darnos agüita morir disentería agua puerca bebedores,"['darnos', 'agüita', 'morir', 'disentería', 'agua', 'puerca', 'bebedores']",Neutral,Comentario
295,2023-04-08,Buenas tardes,buenas tardes,"['buenas', 'tardes']",Neutral,Comentario
296,2023-04-08,"¿Adivinen dónde estoy?¡Que buena experiencia, !","¿adivinen dónde ? ¡que buena experiencia , !","['adivinen', 'dónde', 'que', 'buena', 'experiencia']",Neutral,Ayuda
297,2023-04-11,"5/ Seguramente veremos a y dando más noticias de innovación y servicios, pero sobre todo generando más competencia en la industria financiera, lo cual beneficia a todos los usuarios.BancaDigital NuMéxico HeyBanco Innovación CompetenciaFinanciera Fintech","5/ seguramente veremos dando noticias innovación servicios , generando competencia industria financiera , beneficia usuarios.bancadigital numéxico innovación competenciafinanciera fintech","['5', 'seguramente', 'veremos', 'dando', 'noticias', 'innovación', 'servicios', 'generando', 'competencia', 'industria', 'financiera', 'beneficia', 'usuarios', 'bancadigital', 'numéxico', 'innovación', 'competenciafinanciera', 'fintech']",Neutral,Comentario
298,2023-04-11,"4/ La gran ventaja de es su experiencia de 5 años en el mercado, ganando terreno entre los jóvenes por sus servicios y por patrocinar festivales de música, lo que les permite crecer junto con sus clientes.","4/ gran ventaja experiencia 5 años mercado , ganando terreno jóvenes servicios patrocinar festivales música , permite crecer junto clientes .","['4', 'gran', 'ventaja', 'experiencia', '5', 'años', 'mercado', 'ganando', 'terreno', 'jóvenes', 'servicios', 'patrocinar', 'festivales', 'música', 'permite', 'crecer', 'junto', 'clientes']",Neutral,Crédito
299,2023-04-13,Gracias les volví a contestar el dm,volví contestar dm,"['volví', 'contestar', 'dm']",Neutral,Ayuda
300,2023-04-13,"Gracias hey banco, solucionaron el problema.",", solucionaron problema .","['solucionaron', 'problema']",Neutral,Aplicación
301,2023-04-14,Muchísimas gracias,muchísimas,['muchísimas'],Neutral,Comentario
302,2023-04-14,Muchas gracias por su respuesta tan pronta.,respuesta pronta .,"['respuesta', 'pronta']",Neutral,Ayuda
303,2023-04-14,"gracias por la pronta devolución, me sirvio para pagarle a","pronta devolución , sirvio pagarle","['pronta', 'devolución', 'sirvio', 'pagarle']",Neutral,Comentario
304,2023-04-15,Muchas gracias mando DM a la brevedad,mando dm brevedad,"['mando', 'dm', 'brevedad']",Neutral,Ayuda
305,2023-04-15,No má gracias tío estuvo fantástico este descuento del 50% en mi checkup en,má tío fantástico descuento 50 % checkup,"['má', 'tío', 'fantástico', 'descuento', '50', 'checkup']",Neutral,Comentario
306,2023-04-17,"Super, gracias.","super , .",['super'],Positive,Comentario
307,2023-04-18,"Correcto, esperaré el contacto por pae de ustedes para arreglar la situación de mi inversión hey pro al 10%","correcto , esperaré contacto pae ustedes arreglar situación inversión pro 10 %","['correcto', 'esperaré', 'contacto', 'pae', 'ustedes', 'arreglar', 'situación', 'inversión', 'pro', '10']",Neutral,Crédito
308,2023-04-19,muchas gracias,,[],Neutral,Comentario
309,2023-04-19,"Excelente, muchas gracias por su sopoe, tío hey. De igual manera quiero agregar que el error ya fue solucionado, y adicional, durante el día recibí un SMS donde me notificaban que debido a una incidencia se mostraba el 5% y que lo estaban trabajando. Nuevamente gracias 🫂","excelente , sopoe , tío . igual manera quiero agregar error solucionado , adicional , recibí sms notificaban debido incidencia mostraba 5 % trabajando . nuevamente","['excelente', 'sopoe', 'tío', 'igual', 'manera', 'quiero', 'agregar', 'error', 'solucionado', 'adicional', 'recibí', 'sms', 'notificaban', 'debido', 'incidencia', 'mostraba', '5', 'trabajando', 'nuevamente']",Negative,Comentario
310,2023-04-19,Muchas gracias. Voy a comunicarme entonces.,. voy comunicarme entonces .,"['voy', 'comunicarme', 'entonces']",Neutral,Comentario
311,2023-04-19,"Están en proceso de resolver según mensajes que me están enviando los de hey banco, saludos.","proceso resolver según mensajes enviando , saludos .","['proceso', 'resolver', 'según', 'mensajes', 'enviando', 'saludos']",Positive,Contrataciones
312,2023-05-12,Gracias,,[],Neutral,Comentario
313,2023-05-12,Ya me llego gracias,llego,['llego'],Neutral,Comentario
314,2023-05-12,"Un gusto saludae Erich, ponemos a tu disposición nuestra cuenta de correo electrónico en la que con gusto atenderemos tus dudas, escríbenos: asesoria@condusef.gob.mx , recuerda que CONDUSEF te apoya.","gusto saludae erich , ponemos disposición cuenta correo electrónico gusto atenderemos dudas , escríbenos : asesoria @ condusef.gob.mx , recuerda condusef apoya .","['gusto', 'saludae', 'erich', 'ponemos', 'disposición', 'cuenta', 'correo', 'electrónico', 'gusto', 'atenderemos', 'dudas', 'escríbenos', 'asesoria', 'condusef', 'gob', 'mx', 'recuerda', 'condusef', 'apoya']",Neutral,Comentario
315,2023-05-12,el mejor banco &lt;3,mejor & lt ; 3,"['mejor', 'lt', '3']",Neutral,Comentario
316,2023-05-12,"Uno de los productos más esperados del año!!!! En YouTube ya tenemos el unboxing, activación y pequeña navegación por el app de la tarjeta metálica de ! Les compao el link del video: TarjetaDeCrédito HeyBanco","productos esperados año ! ! ! ! youtube unboxing , activación pequeña navegación app metálica ! compao link video : tarjetadecrédito","['productos', 'esperados', 'año', 'youtube', 'unboxing', 'activación', 'pequeña', 'navegación', 'app', 'metálica', 'compao', 'link', 'video', 'tarjetadecrédito']",Neutral,Aplicación
317,2023-05-13,Es la mejor que he visto hasta ahora,mejor visto,"['mejor', 'visto']",Neutral,Comentario
318,2023-05-15,Excelente muchas gracias,excelente,['excelente'],Neutral,Comentario
319,2023-05-15,muchas gracias por su respuesta!,respuesta !,['respuesta'],Neutral,Ayuda
320,2023-05-15,"Llamar para pelear a me resta tiempo, kilos, neuronas, prácticamente me resta vida ese banco pitero.","llamar pelear resta tiempo , kilos , neuronas , prácticamente resta vida pitero .","['llamar', 'pelear', 'resta', 'tiempo', 'kilos', 'neuronas', 'prácticamente', 'resta', 'vida', 'pitero']",Neutral,Comentario
321,2023-05-15,"hola, excelente tarde, me podrían ayudar con algo. Les mandé DM, por favor, muchas gracias 🙏",", excelente tarde , podrían ayudar . mandé dm , ,","['excelente', 'tarde', 'podrían', 'ayudar', 'mandé', 'dm']",Neutral,Comentario
322,2023-05-15,Me encanta que HeyBanco ya te manda notificación cuando se hace el cobro 🤙🏼,encanta manda notificación cobro,"['encanta', 'manda', 'notificación', 'cobro']",Neutral,Comentario
323,2023-05-15,tienen algún tiempo estimado de respuesta,algún tiempo estimado respuesta,"['algún', 'tiempo', 'estimado', 'respuesta']",Neutral,Ayuda
324,2023-05-15,"Conociendo la contraseña y el usuario, se puede entrar fácilmente desde otro dispositivo y sin que te llegue algún tipo de notificación por vía SMS y correo electrónico, esto lo sabes muy bien","conociendo contraseña usuario , puede entrar fácilmente dispositivo llegue algún tipo notificación vía sms correo electrónico , sabes bien","['conociendo', 'contraseña', 'usuario', 'puede', 'entrar', 'fácilmente', 'dispositivo', 'llegue', 'algún', 'tipo', 'notificación', 'vía', 'sms', 'correo', 'electrónico', 'sabes', 'bien']",Neutral,Comentario
325,2023-05-15,Eso explica todo,explica,['explica'],Neutral,Comentario
326,2023-05-16,"Hola si, hoy por la mañana ya tenía de nuevo mi usuario y funcionó con normalidad mi app",", hoy mañana nuevo usuario funcionó normalidad app","['hoy', 'mañana', 'nuevo', 'usuario', 'funcionó', 'normalidad', 'app']",Neutral,Comentario
327,2023-05-16,¡CON RAZÓN!,¡con razón !,"['con', 'razón']",Neutral,Comentario
328,2023-05-16,"Yo tengo la de garantía 😸, pero creo que voy bien, hasta cuántos meses se puede la de las normales, tengo inversión, nómina y cuenta de débitos ahi :)","garantía , creo voy bien , cuántos meses puede normales , inversión , nómina cuenta débitos ahi : )","['garantía', 'creo', 'voy', 'bien', 'cuántos', 'meses', 'puede', 'normales', 'inversión', 'nómina', 'cuenta', 'débitos', 'ahi']",Neutral,Comentario
329,2023-05-16,Que bueno que no cambie mi nómina a,bueno cambie nómina,"['bueno', 'cambie', 'nómina']",Neutral,Ayuda
330,2023-05-16,Gracias por avisar,avisar,['avisar'],Neutral,Comentario
331,2023-05-16,"Buen día, les envié un mensaje, espero me puedan ayudar. Gracias.","buen , envié mensaje , espero puedan ayudar . .","['buen', 'envié', 'mensaje', 'espero', 'puedan', 'ayudar']",Neutral,Ayuda
332,2023-05-16,"Buenos días, una vez más sigo en espera","buenos , vez sigo espera","['buenos', 'vez', 'sigo', 'espera']",Neutral,Comentario
333,2023-05-17,Gracias ya quedó resuelto,quedó resuelto,"['quedó', 'resuelto']",Neutral,Ayuda
334,2023-05-17,Qué tengas excelente mitad de semana.🔥🤔Para quienes aún tienen duda de cómo funciona la tarjeta Garantizada de 😉👉🏼https://t.co/b6iYPqXW4F,excelente mitad semana.para aún duda cómo funciona garantizada https : //t.co/b6iypqxw4f,"['excelente', 'mitad', 'semana', 'para', 'aún', 'duda', 'cómo', 'funciona', 'garantizada', 'https', 't', 'co', 'b6iypqxw4f']",Neutral,Comentario
335,2023-05-17,solicito apoyo,solicito apoyo,"['solicito', 'apoyo']",Neutral,Comentario
336,2023-05-17,Qué tengas excelente mitad de semana.🔥🤔Para quienes aún tienen duda de cómo funciona la tarjeta Garantizada de 😉…,excelente mitad semana.para aún duda cómo funciona garantizada …,"['excelente', 'mitad', 'semana', 'para', 'aún', 'duda', 'cómo', 'funciona', 'garantizada']",Neutral,Comentario
337,2023-05-18,Ya quedó. Muchas gracias.,quedó . .,['quedó'],Neutral,Ayuda
338,2023-05-18,Tqm ❤️❤️,tqm,['tqm'],Neutral,Comentario
339,2023-05-19,"Ok, gracias","ok ,",['ok'],Positive,Comentario
340,2023-05-19,Jajaja. Siii. Muchos días. 😒 chale,jajaja . siii . . chale,"['jajaja', 'siii', 'chale']",Neutral,Comentario
341,2023-05-19,Todo resuelto Gracias equipo,resuelto equipo,"['resuelto', 'equipo']",Neutral,Comentario
342,2023-05-20,"Agradecido con que me ayudaron con una aclaración rapidísimo, cada día más feliz de haber dejado la banca tradicional por ustedes! 🙌","agradecido ayudaron aclaración rapidísimo , cada feliz haber dejado banca tradicional ustedes !","['agradecido', 'ayudaron', 'aclaración', 'rapidísimo', 'cada', 'feliz', 'haber', 'dejado', 'banca', 'tradicional', 'ustedes']",Neutral,Comentario
343,2023-05-21,Muchas gracias 🫶,,[],Neutral,Comentario
344,2023-05-21,Hola buen día,buen,['buen'],Neutral,Ayuda
345,2023-05-22,Gracias !,!,[],Neutral,Comentario
346,2023-05-22,"Listo, enviado! Saludos",", enviado ! saludos","['enviado', 'saludos']",Neutral,Contrataciones
347,2023-05-22,Me gusta heybanco para bajarles el mandado a los bancos españoles que dominan este país,gusta bajarles mandado bancos españoles dominan país,"['gusta', 'bajarles', 'mandado', 'bancos', 'españoles', 'dominan', 'país']",Neutral,Comentario
348,2023-05-23,yo presumiendo el 10% anual de HeyBanco y que Klar decide sacar 14%… muy tentador,presumiendo 10 % anual klar decide sacar 14 % … tentador,"['presumiendo', '10', 'anual', 'klar', 'decide', 'sacar', '14', 'tentador']",Neutral,Crédito
349,2023-05-23,YA RESUELVEME ME URGE HACER UNA COMPRA,resuelveme urge hacer compra,"['resuelveme', 'urge', 'hacer', 'compra']",Neutral,Comentario
350,2023-05-23,"Recomiendo ampliamente que usen y como alternativas a los llamados bancos tradicionales. Si sus bancos les están cobrando alguna comisión de cualquier tipo en sus cuentas de débito o peor aún, no están generando nada, entonces están en el lugar incorrecto.","recomiendo ampliamente usen alternativas llamados bancos tradicionales . bancos cobrando alguna comisión cualquier tipo cuentas débito peor aún , generando , entonces lugar incorrecto .","['recomiendo', 'ampliamente', 'usen', 'alternativas', 'llamados', 'bancos', 'tradicionales', 'bancos', 'cobrando', 'alguna', 'comisión', 'cualquier', 'tipo', 'cuentas', 'débito', 'peor', 'aún', 'generando', 'entonces', 'lugar', 'incorrecto']",Neutral,Contrataciones
351,2023-05-24,Gracias. Saludos,. saludos,['saludos'],Neutral,Contrataciones
352,2023-05-24,"Si, bueno me dijeron que tenía que marcar. Y si quedo.",", bueno dijeron marcar . quedo .","['bueno', 'dijeron', 'marcar', 'quedo']",Neutral,Ayuda
353,2023-05-24,Ay si pasó ya afounadamente. Jejeje.,ay pasó afounadamente . jejeje .,"['ay', 'pasó', 'afounadamente', 'jejeje']",Neutral,Comentario
354,2023-05-25,Gracias! Ya les respondi!,! respondi !,['respondi'],Neutral,Comentario
355,2023-05-25,Jaja nel,jaja nel,"['jaja', 'nel']",Neutral,Comentario
356,2023-05-27,"Okay, Gracias","okay ,",['okay'],Positive,Comentario
357,2023-05-27,Ya funcionó nuevamente la aplicación,funcionó nuevamente aplicación,"['funcionó', 'nuevamente', 'aplicación']",Neutral,Comentario
358,2023-05-27,"Me contestan a mi también, pero ya","contestan ,",['contestan'],Neutral,Comentario
359,2023-05-29,"Listo, ya se los mandé , gracias .",", mandé , .",['mandé'],Neutral,Comentario
360,2023-05-29,Con Hey siempre tienes el control de tus finanzas y ahora también el de todos tus movimientos gracias a las notificaciones qu…,siempre control finanzas movimientos notificaciones qu…,"['siempre', 'control', 'finanzas', 'movimientos', 'notificaciones', 'qu']",Neutral,Comentario
361,2023-05-29,"quiero trabajar con ustedes, me ayudan diciéndome como!","quiero trabajar ustedes , ayudan diciéndome !","['quiero', 'trabajar', 'ustedes', 'ayudan', 'diciéndome']",Neutral,Comentario
362,2023-05-30,gracias!,!,[],Neutral,Comentario
363,2023-05-30,Con Hey siempre tienes el control de tus finanzas y ahora también el de todos tus movimientos gracias a las notificaciones qu…,siempre control finanzas movimientos notificaciones qu…,"['siempre', 'control', 'finanzas', 'movimientos', 'notificaciones', 'qu']",Neutral,Comentario
364,2023-05-30,Eficiencia,eficiencia,['eficiencia'],Neutral,Comentario
365,2023-05-31,Muchas gracias nunca me contestó. Afounadamente ya ha quedado resuelto.,nunca contestó . afounadamente quedado resuelto .,"['nunca', 'contestó', 'afounadamente', 'quedado', 'resuelto']",Neutral,Comentario
366,2023-05-31,"¡Hola! Abre tu Cuenta Hey y obtén un boleto dorado cada mes para ganar.https://t.co/j45MnogZ Te recomiendo muchísimo la cuenta, de hecho la reseñan muy bien varios YouTubers de finanzas.","¡hola ! abre cuenta obtén boleto dorado cada mes ganar.https : //t.co/j45mnogz recomiendo muchísimo cuenta , hecho reseñan bien varios youtubers finanzas .","['hola', 'abre', 'cuenta', 'obtén', 'boleto', 'dorado', 'cada', 'mes', 'ganar', 'https', 't', 'co', 'j45mnogz', 'recomiendo', 'muchísimo', 'cuenta', 'hecho', 'reseñan', 'bien', 'varios', 'youtubers', 'finanzas']",Neutral,Aplicación
367,2023-05-31,Muchas gracias por el Boleto Dorado ☺️,boleto dorado,"['boleto', 'dorado']",Neutral,Comentario
368,2023-06-01,Gracias por la apoación. Saludos,apoación . saludos,"['apoación', 'saludos']",Neutral,Contrataciones
369,2023-06-01,Esto es lo que yo llamo ServicioalCliente Mexico de verdad así es que un banco debe tratar a un cliente no es nada más meter el dinero. Aprendan,llamo servicioalcliente mexico verdad debe tratar cliente meter dinero . aprendan,"['llamo', 'servicioalcliente', 'mexico', 'verdad', 'debe', 'tratar', 'cliente', 'meter', 'dinero', 'aprendan']",Neutral,Comentario
